,Isocode,Country,Year,PopMale,PopFemale,PopTotal,GrowthRate,PopDensity,GDP,CO2,TFR,LEx,LExMale,LExFemale,CO2.norm,GDP.norm,PopTotal.norm,TFR.norm,Tech
238203,KAZ,Kazakhstan,2009,7587.411,8156.141,15743.552,1.1216,5.778,10630.071461503,3.7083118219,2.537,65.96,60.437,71.777,0.7641264389,1.4253509443,0.9735128216,0.8942544942,3.4885107173
238270,KAZ,Kazakhstan,2010,7674.42,8246.707,15921.127,1.1048,5.843,11258.1653988753,4.2603139841,2.538,66.108,60.592,71.928,0.8778707696,1.5095699724,0.9844932877,0.8946069792,3.7841991418
238279,KEN,Kenya,1960,4065.071,4040.369,8105.44,3.1095,13.966,725.5171511751,0.0816735427,7.946,46.349,44.479,48.34,1.2058902626,0.6493724676,0.3457002575,1.3162166639,1.1257286278
238366,KEN,Kenya,1961,4190.898,4170.544,8361.442,3.1495,14.407,686.4685087647,0.0783357703,7.998,46.997,45.073,49.05,1.156608854,0.6144220695,0.3566188452,1.3248302137,1.141141499
238435,KEN,Kenya,1962,4322.152,4306.821,8628.973,3.1872,14.868,701.1742514546,0.0829762708,8.042,47.635,45.662,49.742,1.2251247297,0.6275844108,0.3680291493,1.332118602,1.1833901571
238525,KEN,Kenya,1963,4459.139,4449.286,8908.425,3.2223,15.35,713.5985477183,0.0874453116,8.078,48.251,46.24,50.401,1.2911090455,0.6387047488,0.3799478889,1.3380818287,1.2254132506
238553,KEN,Kenya,1964,4602.203,4597.955,9200.158,3.2566,15.852,758.3755032665,0.0838029086,8.103,48.841,46.805,51.02,1.2373298391,0.6787822605,0.392390418,1.3422229584,1.1050318509
238646,KEN,Kenya,1965,4751.729,4752.973,9504.702,3.289,16.377,742.7591502228,0.0708070595,8.119,49.409,47.359,51.602,1.0454492451,0.6648048794,0.4053793414,1.3448732814,0.9532977073
238691,KEN,Kenya,1966,4907.986,4914.519,9822.505,3.324,16.925,811.5382868301,0.0745227414,8.126,49.962,47.909,52.158,1.1003103969,0.7263654884,0.4189337664,1.3460327977,0.9182899021
238764,KEN,Kenya,1967,5071.413,5083.076,10154.489,3.3674,17.497,826.0693113196,0.0725787383,8.125,50.513,48.462,52.707,1.071607658,0.7393714487,0.4330930168,1.3458671526,0.8786034941
238819,KEN,Kenya,1968,5242.787,5259.463,10502.25,3.4207,18.096,857.1853792701,0.0732224047,8.117,51.073,49.024,53.261,1.0811112379,0.7672218141,0.4479251625,1.3445419911,0.8542190114
238852,KEN,Kenya,1969,5423.027,5444.69,10867.717,3.4791,18.726,880.7671907944,0.0785813617,8.103,51.641,49.596,53.825,1.1602349513,0.7883286606,0.4635124762,1.3422229584,0.8921921988
238927,KEN,Kenya,1970,5612.895,5639.571,11252.466,3.536,19.389,914.9532664845,0.0747391727,8.081,52.217,50.174,54.395,1.1035059536,0.8189268295,0.479922175,1.3385787643,0.8168632811
238983,KEN,Kenya,1971,5812.882,5844.595,11657.477,3.5865,20.086,940.7495209131,0.0862107641,8.051,52.794,50.755,54.965,1.2728812483,0.8420157081,0.4971960561,1.3336094086,0.9164050814
239090,KEN,Kenya,1972,6023.229,6059.93,12083.159,3.6297,20.82,955.5400972724,0.0873943643,8.012,53.364,51.332,55.526,1.2903568214,0.8552539796,0.5153515636,1.3271492463,0.9146069808
239134,KEN,Kenya,1973,6244.125,6285.675,12529.8,3.6642,21.589,969.9238800475,0.0853166052,7.963,53.923,51.902,56.07,1.2596792064,0.8681281515,0.5344009809,1.3190326321,0.8796216587
239202,KEN,Kenya,1974,6475.65,6521.788,12997.438,3.6918,22.395,981.437561046,0.1038666236,7.905,54.468,52.462,56.598,1.5335657767,0.8784334454,0.5543459286,1.3094252112,1.0583110702
239263,KEN,Kenya,1975,6717.932,6768.309,13486.241,3.7101,23.237,941.8482626503,0.10062107,7.84,55.01,53.023,57.117,1.4856459574,0.8429991344,0.575193572,1.298658274,1.0683363129
239357,KEN,Kenya,1976,6970.868,7025.128,13995.996,3.7254,24.116,943.4147850527,0.0898114003,7.769,55.561,53.595,57.642,1.3260437782,0.8444012467,0.5969348266,1.2868974656,0.9519821161
239421,KEN,Kenya,1977,7234.719,7292.523,14527.242,3.7455,25.031,990.915340819,0.0949251069,7.695,56.124,54.183,58.177,1.4015464287,0.8869165105,0.619592681,1.2746397217,0.9579537525
239451,KEN,Kenya,1978,7510.346,7571.331,15081.677,3.7724,25.986,1038.6797345697,0.0962757656,7.618,56.698,54.781,58.721,1.4214885805,0.9296679219,0.6432395555,1.2618850422,0.9269052087
239529,KEN,Kenya,1979,7798.852,7862.628,15661.48,3.799,26.985,1035.8260506155,0.0877311723,7.538,57.268,55.376,59.263,1.2953297098,0.9271137386,0.6679683853,1.2486334272,0.8469681973
239616,KEN,Kenya,1980,8100.863,8167.043,16267.906,3.8188,28.03,1050.8143479977,0.1038855277,7.455,57.818,55.947,59.787,1.5338448924,0.94052898,0.6938326967,1.2348848766,0.9886192355
239653,KEN,Kenya,1981,8416.497,8484.67,16901.167,3.8232,29.122,1033.4019392591,0.1053181712,7.366,58.324,56.469,60.274,1.5549975297,0.9249440433,0.7208415316,1.2201424549,1.019140445
239689,KEN,Kenya,1982,8745.015,8814.829,17559.844,3.808,30.256,1054.0199898523,0.0728935861,7.27,58.765,56.92,60.702,1.0762563094,0.9433981824,0.7489343691,1.2042405168,0.6915768844
239780,KEN,Kenya,1983,9085.061,9156.363,18241.424,3.7711,31.431,1020.7905874654,0.0696765779,7.165,59.122,57.282,61.053,1.0287579553,0.9136562817,0.7780040287,1.1868477721,0.6825746508
239861,KEN,Kenya,1984,9434.785,9507.679,18942.464,3.7181,32.639,1000.304468713,0.0621883193,7.049,59.383,57.542,61.314,0.9181956143,0.895320228,0.807903665,1.1676329303,0.6216939069
239893,KEN,Kenya,1985,9792.617,9867.401,19660.018,3.6571,33.875,1005.8148710398,0.0522888636,6.918,59.546,57.701,61.482,0.772032526,0.900252301,0.8385076301,1.1459334106,0.5198656843
239984,KEN,Kenya,1986,10157.657,10234.655,20392.312,3.5932,35.137,1040.2888750071,0.0556582304,6.769,59.617,57.764,61.56,0.8217804183,0.9311081794,0.8697402621,1.1212522776,0.5350266811
240027,KEN,Kenya,1987,10529.441,10608.931,21138.372,3.5255,36.422,1064.7654120258,0.0667506466,6.602,59.609,57.749,61.56,0.9855572826,0.9530158479,0.9015600194,1.0935895312,0.6269047237
240078,KEN,Kenya,1988,10907.302,10989.588,21896.89,3.4553,37.729,1091.7452077448,0.0596431731,6.422,59.529,57.665,61.483,0.8806171405,0.9771640524,0.9339111155,1.0637733974,0.5463103721
240148,KEN,Kenya,1989,11290.665,11376.055,22666.72,3.3821,39.056,1105.2790375352,0.0624704412,6.231,59.374,57.512,61.324,0.9223610768,0.9892774758,0.9667446728,1.0321351665,0.5652006337
240235,KEN,Kenya,1990,11678.832,11767.607,23446.439,3.3164,40.399,1117.2588728158,0.0677288351,6.037,59.119,57.269,61.054,1,1,1,1,0.60620539
240265,KEN,Kenya,1991,12072.328,12164.728,24237.056,3.247,41.762,1096.00562708,0.0544620601,5.847,58.73,56.906,60.634,0.8041192503,0.980977331,1.0337201312,0.9685274143,0.4969140553
240348,KEN,Kenya,1992,12470.393,12566.548,25036.941,3.1538,43.14,1044.9081499562,0.0603508232,5.668,58.199,56.415,60.056,0.8910654251,0.9352426509,1.0678355464,0.9388769256,0.5775706048
240417,KEN,Kenya,1993,12869.649,12969.483,25839.132,3.0323,44.522,1011.4051944182,0.0669914144,5.506,57.539,55.81,59.335,0.989112161,0.9052559071,1.1020493133,0.9120424052,0.6623598019
240455,KEN,Kenya,1994,13265.741,13368.918,26634.659,2.8989,45.893,1011.844482444,0.067130576,5.366,56.783,55.122,58.502,0.9911668482,0.9056490909,1.135978858,0.8888520788,0.6634475669
240543,KEN,Kenya,1995,13656.068,13762.009,27418.077,2.7631,47.243,1028.967265539,0.0751329132,5.251,55.969,54.392,57.597,1.1093194375,0.9209747987,1.169391949,0.8698028822,0.7301778758
240619,KEN,Kenya,1996,14038.961,14147.263,28186.224,2.6517,48.566,1044.3431906097,0.0902568574,5.165,55.144,53.666,56.663,1.3326208446,0.9347369853,1.2021537258,0.8555573961,0.864245185
240651,KEN,Kenya,1997,14416.727,14526.92,28943.647,2.5872,49.871,1021.7878925438,0.0778754661,5.102,54.365,52.998,55.764,1.1498125724,0.9145489174,1.2344581196,0.8451217492,0.7621490394
240738,KEN,Kenya,1998,14795.688,14906.558,29702.246,2.5802,51.178,1031.4165730528,0.0921479137,5.059,53.692,52.44,54.966,1.3605418367,0.9231670458,1.2668126704,0.8379990061,0.8934112178
240802,KEN,Kenya,1999,15184.615,15293.982,30478.597,2.6116,52.516,1031.9848336053,0.0910146881,5.03,53.173,52.034,54.325,1.3438100333,0.9236756661,1.299924351,0.8331952957,0.8819382335
240872,KEN,Kenya,2000,15589.958,15695.092,31285.05,2.6536,53.906,1013.3534090935,0.0908101473,5.012,52.864,51.825,53.906,1.3407900379,0.9069996522,1.334319894,0.8302136823,0.8961350159
240928,KEN,Kenya,2001,16014.301,16112.05,32126.351,2.6847,55.355,1033.6479448915,0.0795297293,5.001,52.802,51.843,53.758,1.1742373727,0.9251642301,1.3702017181,0.8283915852,0.7694082859
240971,KEN,Kenya,2002,16456.362,16544.162,33000.524,2.7039,56.861,1008.1768692574,0.0658474393,4.99,52.98,52.071,53.878,0.9722216424,0.9023664021,1.4074855461,0.8265694882,0.653133803
241057,KEN,Kenya,2003,16914.001,16991.01,33905.011,2.7048,58.42,1007.2223694872,0.0543282525,4.976,53.374,52.484,54.25,0.8021436141,0.9015120792,1.4460622784,0.8242504555,0.5393868741
241096,KEN,Kenya,2004,17383.434,17451.172,34834.606,2.6938,60.022,1023.58685648,0.05968203,4.955,53.966,53.059,54.854,0.8811908536,0.9161590759,1.4857098769,0.8207719066,0.5830675688
241205,KEN,Kenya,2005,17862.015,17923.703,35785.718,2.6793,61.66,1053.3207554881,0.0652494942,4.923,54.73,53.771,55.67,0.9633931273,0.9427723343,1.526275184,0.8154712606,0.6194646207
241254,KEN,Kenya,2006,18348.997,18408.501,36757.498,2.6704,63.335,1086.957563605,0.0710331264,4.879,55.635,54.589,56.664,1.0487870681,0.9728788825,1.5677219897,0.8081828723,0.6535041361
241288,KEN,Kenya,2007,18845.787,18906.517,37752.304,2.6685,65.049,1128.9989550389,0.0710155333,4.824,56.627,55.466,57.775,1.0485273101,1.0105079338,1.6101508634,0.7990723869,0.6290132771
241408,KEN,Kenya,2008,19354.336,19418.941,38773.277,2.6757,66.808,1112.5768035102,0.0720341487,4.761,57.648,56.355,58.934,1.0635669224,0.9958093246,1.6536957702,0.7886367401,0.6474532675
241420,KEN,Kenya,2009,19877.428,19947.306,39824.734,2.6867,68.62,1109.4166241988,0.0845705586,4.691,58.649,57.217,60.083,1.248664007,0.9929808133,1.6985408317,0.7770415769,0.7622975602
241480,KEN,Kenya,2010,20416.79,20492.404,40909.194,2.6979,70.488,1140.7480044985,0.0828420135,4.616,59.58,58.01,61.161,1.2231424529,1.0210238936,1.7447934844,0.7646181878,0.7262078315
241581,KGZ,Kyrgyzstan,1960,1030.605,1141.895,2172.5,3.2855,10.868,NA,0.5729687518,5.166,56.225,52.011,60.451,0.7718327579,NA,0.494367735,1.3393829401,NA
241657,KGZ,Kyrgyzstan,1961,1065.973,1179.089,2245.062,3.4403,11.231,NA,0.5717860742,5.255,56.682,52.449,60.885,0.7702396007,NA,0.5108797311,1.3624578688,NA
241701,KGZ,Kyrgyzstan,1962,1104.331,1219.311,2323.642,3.4939,11.624,NA,0.5798213227,5.314,57.141,52.889,61.322,0.7810636953,NA,0.5287611657,1.3777547317,NA
241742,KGZ,Kyrgyzstan,1963,1144.657,1261.606,2406.263,3.4306,12.037,NA,0.6004698991,5.335,57.599,53.331,61.761,0.8088789079,NA,0.5475621584,1.3831993778,NA
241815,KGZ,Kyrgyzstan,1964,1185.573,1304.671,2490.244,3.2884,12.457,NA,0.6170644753,5.317,58.055,53.772,62.198,0.8312330721,NA,0.5666726287,1.3785325382,NA
241857,KGZ,Kyrgyzstan,1965,1226.029,1347.465,2573.494,3.1312,12.874,NA,0.6334134743,5.266,58.505,54.206,62.63,0.853256425,NA,0.5856167548,1.3653098263,NA
241973,KGZ,Kyrgyzstan,1966,1265.612,1389.737,2655.349,2.9862,13.283,NA,0.6482990627,5.193,58.942,54.63,63.052,0.8733084518,NA,0.6042434387,1.3463831994,NA
242014,KGZ,Kyrgyzstan,1967,1304.394,1431.444,2735.838,2.8319,13.686,NA,0.657949005,5.112,59.365,55.039,63.459,0.8863076626,NA,0.6225592798,1.3253824216,NA
242058,KGZ,Kyrgyzstan,1968,1342.408,1472.015,2814.423,2.6748,14.079,NA,0.6575467473,5.034,59.768,55.43,63.847,0.8857657906,NA,0.6404418521,1.3051594504,NA
242164,KGZ,Kyrgyzstan,1969,1379.869,1510.851,2890.72,2.5202,14.461,NA,0.6667184253,4.961,60.147,55.799,64.214,0.8981207428,NA,0.6578037739,1.2862328234,NA
242231,KGZ,Kyrgyzstan,1970,1416.927,1547.572,2964.499,2.366,14.83,NA,0.683807565,4.892,60.499,56.141,64.554,0.9211411218,NA,0.674592707,1.268343272,NA
242296,KGZ,Kyrgyzstan,1971,1453.578,1581.896,3035.474,2.2225,15.185,NA,0.7088091294,4.815,60.817,56.451,64.863,0.9548201423,NA,0.69074357,1.2483795696,NA
242317,KGZ,Kyrgyzstan,1972,1489.687,1614.007,3103.694,2.1066,15.526,NA,0.7295003272,4.724,61.104,56.732,65.144,0.9826927693,NA,0.7062675134,1.2247861032,NA
242369,KGZ,Kyrgyzstan,1973,1525.156,1644.615,3169.771,2.0249,15.857,3726.7964924268,0.7445991837,4.615,61.364,56.989,65.402,1.0030320845,1.0345631444,0.7213038019,1.1965257973,1.997960407
242458,KGZ,Kyrgyzstan,1974,1559.862,1674.749,3234.611,1.9711,16.181,NA,0.7576036282,4.492,61.605,57.229,65.642,1.0205500666,NA,0.7360586023,1.1646357272,NA
242506,KGZ,Kyrgyzstan,1975,1593.783,1705.218,3299.001,1.9202,16.503,NA,0.7809538222,4.365,61.836,57.459,65.876,1.0520045648,NA,0.7507110021,1.1317085818,NA
242619,KGZ,Kyrgyzstan,1976,1626.816,1736.145,3362.961,1.876,16.823,NA,0.7956553637,4.247,62.066,57.687,66.113,1.0718086663,NA,0.7652655523,1.1011148561,NA
242654,KGZ,Kyrgyzstan,1977,1659.157,1767.489,3426.646,1.8647,17.142,NA,0.8074905767,4.15,62.304,57.923,66.363,1.087751604,NA,0.7797575243,1.0759657765,NA
242729,KGZ,Kyrgyzstan,1978,1691.451,1799.692,3491.143,1.8911,17.464,NA,0.8198334315,4.082,62.561,58.177,66.631,1.104378374,NA,0.7944342726,1.0583354939,NA
242762,KGZ,Kyrgyzstan,1979,1724.555,1833.238,3557.793,1.9403,17.798,NA,0.8111696776,4.044,62.841,58.456,66.922,1.0927076345,NA,0.8096009514,1.0484832772,NA
242864,KGZ,Kyrgyzstan,1980,1759.077,1868.422,3627.499,1.9874,18.147,NA,0.8269432509,4.035,63.155,58.775,67.239,1.1139558448,NA,0.8254630445,1.0461498574,NA
242894,KGZ,Kyrgyzstan,1981,1795.032,1905.28,3700.312,2.0186,18.511,NA,0.7953553028,4.046,63.512,59.149,67.584,1.0714044613,NA,0.8420321575,1.0490018149,NA
242982,KGZ,Kyrgyzstan,1982,1832.187,1943.577,3775.764,2.0383,18.888,NA,0.7941991621,4.068,63.906,59.574,67.948,1.0698470513,NA,0.8592017935,1.0547057298,NA
243046,KGZ,Kyrgyzstan,1983,1870.56,1982.954,3853.514,2.0418,19.277,NA,0.7893307406,4.086,64.325,60.038,68.319,1.063288915,NA,0.8768943557,1.0593725694,NA
243111,KGZ,Kyrgyzstan,1984,1910.11,2022.892,3933.002,2.026,19.675,NA,0.7803384135,4.097,64.753,60.522,68.687,1.0511755623,NA,0.8949824121,1.0622245268,NA
243142,KGZ,Kyrgyzstan,1985,1950.641,2062.857,4013.498,2.0317,20.078,NA,0.8246944057,4.093,65.167,60.997,69.037,1.1109264783,NA,0.913299846,1.0611874514,NA
243261,KGZ,Kyrgyzstan,1986,1992.646,2103.227,4095.873,2.0208,20.49,NA,0.8103155134,4.073,65.542,61.425,69.356,1.0915570099,NA,0.9320448597,1.0560020742,NA
243296,KGZ,Kyrgyzstan,1987,2035.755,2143.729,4179.484,1.9158,20.908,NA,0.8275598091,4.039,65.856,61.779,69.635,1.114786396,NA,0.9510711339,1.0471869328,NA
243336,KGZ,Kyrgyzstan,1988,2077.895,2182.43,4260.325,1.6941,21.312,NA,0.8341674957,3.992,66.097,62.042,69.866,1.1236874554,NA,0.969467075,1.0350012963,NA
243420,KGZ,Kyrgyzstan,1989,2116.305,2216.809,4333.114,1.4068,21.676,NA,0.8029759931,3.932,66.26,62.207,70.046,1.0816701144,NA,0.9860307266,1.0194451646,NA
243496,KGZ,Kyrgyzstan,1990,2149.203,2245.299,4394.502,1.0656,21.984,3602.2900223389,0.7423483208,3.857,66.342,62.278,70.167,1,1,1,1,2.0607677789
243531,KGZ,Kyrgyzstan,1991,2175.151,2266.431,4441.582,0.7809,22.219,3272.2743325011,0.7079351376,3.767,66.349,62.268,70.227,0.9536428085,0.9083872515,1.0107133869,0.9766658024,2.1634345585
243616,KGZ,Kyrgyzstan,1992,2195.146,2281.256,4476.402,0.6715,22.393,2790.7125433017,0.6616921358,3.664,66.303,62.208,70.238,0.8913499461,0.7747051253,1.018636924,0.9499611097,2.3710508536
243664,KGZ,Kyrgyzstan,1993,2212.783,2293.78,4506.563,0.7997,22.544,2364.0994617955,0.5026003187,3.551,66.228,62.131,70.212,0.6770410932,0.6562768259,1.0255002728,0.9206637283,2.1259694307
243759,KGZ,Kyrgyzstan,1994,2233.138,2309.609,4542.747,1.0813,22.725,1892.3299481717,0.3632163535,3.43,66.141,62.055,70.164,0.489280225,0.5253130471,1.0337341979,0.889292196,1.9194134395
243809,KGZ,Kyrgyzstan,1995,2259.622,2332.513,4592.135,1.4416,22.972,1772.3634302366,0.2634939957,3.304,66.066,62.004,70.112,0.3549465774,0.4920101989,1.0449727864,0.8566243194,1.4866815192
243881,KGZ,Kyrgyzstan,1996,2294.144,2364.671,4658.815,1.7121,23.306,1871.4193390624,0.327121811,3.171,66.023,61.994,70.075,0.440658114,0.5195082371,1.0601462919,0.8221415608,1.7479877662
243947,KGZ,Kyrgyzstan,1997,2335.002,2404.261,4739.263,1.7695,23.708,2028.8305205559,0.3154498917,3.037,66.017,62.025,70.065,0.4249351454,0.5632057685,1.0784528031,0.7873995333,1.5548360915
244010,KGZ,Kyrgyzstan,1998,2377.639,2446.231,4823.87,1.5427,24.131,2043.396723317,0.3291962677,2.904,66.052,62.095,70.089,0.443452566,0.5672493638,1.0977057241,0.7529167747,1.6110247412
244042,KGZ,Kyrgyzstan,1999,2415.533,2483.332,4898.865,1.1363,24.507,2089.2830207653,0.253936371,2.78,66.127,62.2,70.151,0.3420717254,0.5799874546,1.1147713666,0.7207674358,1.2154235135
244138,KGZ,Kyrgyzstan,2000,2444.23,2510.62,4954.85,0.6701,24.787,2178.5622523911,0.2492507341,2.674,66.232,62.324,70.247,0.335759814,0.6047714756,1.1275111492,0.6932849365,1.1441065494
244204,KGZ,Kyrgyzstan,2001,2462.022,2526.14,4988.162,0.3049,24.953,2276.1881857685,0.2066893577,2.594,66.347,62.448,70.365,0.2784263828,0.631872551,1.1350915303,0.6725434275,0.9080503933
244238,KGZ,Kyrgyzstan,2002,2471.077,2532.317,5003.394,0.121,25.029,2258.9430902603,0.264220647,2.544,66.454,62.553,70.49,0.3559254323,0.6270852919,1.1385576796,0.6595799844,1.1696649117
244331,KGZ,Kyrgyzstan,2003,2475.533,2533.92,5009.453,0.1966,25.06,2396.0619859108,0.2900516284,2.526,66.54,62.626,70.61,0.3907217411,0.6651496606,1.1399364479,0.6549131449,1.2105347445
244364,KGZ,Kyrgyzstan,2004,2481.428,2537.882,5019.31,0.4586,25.109,2537.2553569892,0.3096043082,2.538,66.601,62.668,70.72,0.4170606971,0.7043451086,1.1421794779,0.6580243713,1.2202331441
244479,KGZ,Kyrgyzstan,2005,2493.165,2549.216,5042.381,0.7752,25.225,2507.9295904663,0.283001225,2.579,66.646,62.685,70.822,0.3812243082,0.6962042409,1.1474294471,0.6686543946,1.1284257185
244539,KGZ,Kyrgyzstan,2006,2512.095,2569.525,5081.62,1.0313,25.421,2561.6815258625,0.2760930569,2.646,66.686,62.696,70.922,0.3719184771,0.7111258422,1.1563585589,0.6860254083,1.0777805678
244573,KGZ,Kyrgyzstan,2007,2537.003,2597.294,5134.297,1.2191,25.684,2757.8833037466,0.3118245789,2.728,66.738,62.719,71.027,0.4200515717,0.7655916894,1.1683455827,0.707285455,1.1306663283
244632,KGZ,Kyrgyzstan,2008,2566.629,2630.645,5197.274,1.2988,25.999,2965.2560043247,0.2980408576,2.815,66.816,62.769,71.144,0.4014838442,0.823158598,1.1826764443,0.729841846,1.0051100382
244732,KGZ,Kyrgyzstan,2009,2598.753,2666.465,5265.218,1.3021,26.339,3016.9710276359,0.33559864,2.9,66.921,62.852,71.273,0.4520770514,0.83751475,1.1981375819,0.7518796992,1.112369449
244746,KGZ,Kyrgyzstan,2010,2631.746,2702.477,5334.223,1.2889,26.684,2947.2420384695,0.3271329301,2.974,67.054,62.965,71.415,0.4406730924,0.8181578996,1.2138401575,0.771065595,1.1099628937
244842,KHM,Cambodia,1960,2854.507,2865.512,5720.019,2.5856,31.596,670.5173536938,0.011188774,6.967,41.211,39.553,42.932,0.8239066612,0.7608617302,0.6315341625,1.2390183176,0.166867777
244879,KHM,Cambodia,1961,2928.505,2941.338,5869.843,2.597,32.424,646.5087261785,0.01328826,6.964,41.344,39.649,43.103,0.9785063059,0.7336182207,0.6480758863,1.2384847946,0.2055387572
244954,KHM,Cambodia,1962,3004.661,3019.62,6024.281,2.5318,33.277,680.3516130777,0.0139435727,6.955,41.512,39.785,43.305,1.0267615015,0.772021041,0.6651270312,1.2368842255,0.2049465661
245033,KHM,Cambodia,1963,3080.753,3097.999,6178.752,2.3726,34.13,711.7056471149,0.017155568,6.937,41.707,39.951,43.531,1.263282886,0.8075996647,0.6821818196,1.2336830873,0.2410486422
245113,KHM,Cambodia,1964,3153.799,3173.3,6327.099,2.1561,34.95,673.8788770013,0.0146986794,6.909,41.9,40.115,43.758,1.0823652241,0.7646761794,0.6985604712,1.228703539,0.2181204953
245156,KHM,Cambodia,1965,3221.684,3243.315,6464.999,1.8676,35.711,687.3256127088,0.0170146971,6.868,42.103,40.278,44.004,1.2529095934,0.7799347056,0.7137856936,1.2214120576,0.2475492958
245234,KHM,Cambodia,1966,3281.329,3305.545,6586.874,1.6038,36.385,699.6747780664,0.0194325867,6.815,42.332,40.447,44.3,1.43095549,0.7939477767,0.7272416324,1.2119864841,0.2777374188
245257,KHM,Cambodia,1967,3332.887,3360.482,6693.369,1.4858,36.973,716.6127147899,0.0170317818,6.749,42.538,40.565,44.6,1.2541676513,0.8131679024,0.7389995008,1.2002489774,0.2376706609
245314,KHM,Cambodia,1968,3381.161,3412.399,6793.56,1.5622,37.526,729.9245548636,0.0197245627,6.672,42.621,40.534,44.808,1.4524556973,0.8282733573,0.7500613591,1.1865552196,0.2702274166
245417,KHM,Cambodia,1969,3433.076,3467.449,6900.525,1.7388,38.117,722.0938757516,0.0531843592,6.583,42.46,40.237,44.8,3.9163314668,0.8193875857,0.7618711191,1.1707273697,0.7365297082
245489,KHM,Cambodia,1970,3492.36,3529.199,7021.559,2.0743,38.786,646.9983670221,0.0455739245,6.475,41.662,39.296,44.184,3.3559226349,0.7341738349,0.7752342051,1.1515205406,0.7043901014
245558,KHM,Cambodia,1971,3565.99,3602.735,7168.725,2.2853,39.599,615.2962429438,0.0094856477,6.338,39.767,37.267,42.495,0.6984937162,0.6982002201,0.7914824652,1.1271563222,0.1541639143
245588,KHM,Cambodia,1972,3649.66,3684.776,7334.436,2.0108,40.514,577.1419063262,0.0043629803,6.173,36.682,34.071,39.63,0.3212763569,0.6549050326,0.8097782362,1.0978125556,0.0755963184
245648,KHM,Cambodia,1973,3722.668,3760.74,7483.408,1.115,41.337,777.3691878615,0.0046770135,5.988,32.591,29.904,35.753,0.3444007844,0.8821106001,0.8262258926,1.0649119687,0.0601646366
